PMID,Title,Publication Date,Abstract,FullTextLink
17599673,Early failure of a small-diameter high-voltage implantable cardioverter-defibrillator lead.,"Jun, 2007","BACKGROUND: We have observed a higher than expected rate of Sprint Fidelis model 6949 lead failures in our practice. OBJECTIVE: The aim of this study was to assess the performance of small-diameter Sprint Fidelis high-voltage ICD leads. METHODS: The actuarial survival of Sprint Fidelis model 6949 leads implanted at our center was compared with that of the Sprint Quattro Secure model 6947. The United States Food and Drug Administration Manufacturers and User Facility Device Experience (MAUDE) database was searched for Sprint Fidelis models. RESULTS: The survival of 583 Sprint Fidelis 6949 leads implanted at our center between September 2004 and February 2007 was significantly less than 285 Sprint Quattro Secure model 6947 leads implanted by us between November 2001 and February 2007 (P = .005). Six patients presented with Sprint Fidelis lead failure 4-23 months after implant. Five of the six patients experienced multiple inappropriate shocks associated with pace-sense conductor and coil fractures; the sixth patient had a fixation mechanism failure. The MAUDE search rendered reports for 679 Sprint Fidelis leads. The most frequent complaints or observations were inappropriate shocks (33%), high impedance (33%), and fracture (35%). Of 125 leads analyzed by the manufacturer, 62 involved fracture of the pace-sense conductor or coil and the high-voltage (defibrillation) conductor. CONCLUSIONS: The Sprint Fidelis high-voltage lead appears to be prone to early failure. Its use should be limited until the failure mechanism is identified and corrected. Patients should be evaluated quarterly, and automatic lead test features should be enabled. While more data are needed, routine prophylactic replacement of intact, normally functioning Sprint Fidelis leads does not appear justified.",No Full Text Available
17267869,Ethylene vinyl alcohol copolymer erosions after use as a urethral bulking agent.,"Feb, 2007","BACKGROUND: Ethylene vinyl alcohol copolymer was approved for use by the U.S. Food and Drug Administration (FDA) in December 2004 for the treatment of stress urinary incontinence. CASE: We report on two patients who underwent injection with ethylene vinyl alcohol copolymer who were later found to have urethral erosions. CONCLUSION: Information regarding complications after ethylene vinyl alcohol copolymer urethral injections is currently limited. We performed a search of the FDA labeling information, Manufacturer and User Facility Device Experience database, and abstracts presented at scientific meetings regarding complications with this material. Symptomatic and asymptomatic erosions of ethylene vinyl alcohol copolymer in the urethra, bladder, and vaginal mucosa are possible complications after this procedure.",No Full Text Available
17197707,"Severe, diffuse coronary artery spasm after drug-eluting stent placement.","Jan, 2007","OBJECTIVES: Three cases of severe, diffuse coronary artery spasm after drug-eluting stent placement at our institution prompted this review. BACKGROUND: Drug-eluting stents have gained widespread use due to extraordinarily low rates of restenosis. Despite these generally superior clinical outcomes, the specter of rare idiosyncratic reactions remains a concern. METHODS: We performed searches of Medline and the U.S. FDA Manufacturer And User facility Device Experience database (MAUDE) to identify and describe spasm after coronary stent placement. Searches included drug-eluting and bare-metal stents. Institutional cases are reviewed. Location, time course and outcome of cases are described. RESULTS: Thirteen cases of spasm were identified after stent placement. Seven cases occurred after Cypher drug-eluting stent placement, 2 after Taxus drug-eluting stent placement, 1 after BiodivYsio and 3 after bare-metal stents. Five patients experienced diffuse, multivessel spasm--2 after Cypher, 2 after Taxus, and 1 after a Velocity stent. Of these 5 patients, 2 died. An additional 2 required intra-aortic balloon pump placement for cardiogenic shock. Another had persistent symptomatic, diffuse coronary spasm documented by angiography at 1 year. CONCLUSIONS: We describe coronary spasm after stent placement, particularly after drug-eluting stents. Outcomes associated with diffuse severe spasm after stenting are poor, and the pathophysiology remains poorly understood.",No Full Text Available
17206901,Reported failures of the polymer self-locking (Hem-o-lok) clip: review of data from the Food and Drug Administration.,"Jan, 2007","BACKGROUND AND PURPOSE: New technology has played an important role in the proliferation of laparoscopy within urology. A central issue remains meticulous hemostasis, particularly for larger vessels (e.g., renal artery and vein). This paper presents available information regarding failure of the widely utilized nonabsorbable polymer Hem-o-lok clip (Weck Closure Systems, Research Triangle Park, NC), introduced in 1999. METHODS: The Food and Drug Administration Center for Devices and Radiological Health maintains a compendium of reports of adverse events involving medical devices (MAUDE). We performed multiple searches of MAUDE using a variety of key words, including Weck, Hem-o-lok, laparoscopy, nephrectomy, and clip. RESULTS: Within the MAUDE database, we identified 27 reports of problems with the Hem-o-lok clip until July 6, 2005. Of these events, only 1 (4%) involved application during open surgery, with the remainder occurring during laparoscopy. Minimal morbidity resulted from applicator difficulty during laparoscopic cholecystectomy (N = 7; 26%), with one case of open conversion. Forty-eight percent (N = 13) of the failures occurred during urologic laparoscopy; of these, bleeding was the primary problem in 77%. Delayed exploration, immediate open conversion, and death resulted in 38% (N = 5), 8% (N = 1), and 15% (N = 2), respectively. No clear etiology for the events could be found, although in all situations, multiple clips had been applied with apparent initial vessel control intraoperatively. CONCLUSIONS: Reported difficulty with the Hem-o-lok clip occurs primarily during laparoscopic surgery. Cases of failure after laparoscopic nephrectomy require urgent exploration, although it is unclear whether device or user error is the underlying cause. Regardless, care must be taken in securing the renal vessels, surgeons must be educated regarding proper use and techniques, and consideration should be given to using transfixing techniques.",No Full Text Available
17149713,Presentation and management of major complications of midurethral slings: Are complications under-reported?,"Dec, 2006","AIMS: Midurethral slings have become the mainstay of stress urinary incontinence (SUI) treatment due to their efficacy and low complication rates. The purpose of this study was to report the presentation and treatment of major complications from these minimally invasive treatments presented to a tertiary referral practice and to highlight a discrepancy in major complications between literature and the food and drug administration (FDA) device failure database. METHODS: From 2001 through 2005, we reviewed all cases of midurethral sling complications that presented to our institution. A literature review of all complications due to midurethral slings during the same time period was performed as was the FDA manufacturer and user facility device experience (MAUDE) database queried for self-reported complications. RESULTS: A total of 26 patients referred to UCLA with voiding dysfunction after sling placement was found to have mesh in the urethra or bladder. Treatments required a combination of urethrolysis with mesh removal, urethral reconstruction with graft, and bladder excision. These were compared to major complications reported in the world literature of <1%. The MAUDE database contained 161 major complications out of a total of 928 complications reported for suburethral slings. There was significantly more major complications reported in MAUDE than in published literature. CONCLUSIONS: Although rare, major complications of midurethral slings are more common than appear in literature. Devastating complications involving urethral and bladder perforations can present with mild urinary symptoms and thus are likely under-diagnosed and under-reported. Most of these cases need to be managed with additional reconstructive surgery.",No Full Text Available
17073570,Breast implant surveillance reports to the U.S. Food and Drug Administration: maternal-child health problems.,"Nov, 2006","There is continuing concern that women who receive breast implants may be at increased risk for adverse reproductive outcomes or experience problems with breastfeeding. It is unknown whether exposure to biomaterials in breast implants may have teratogenic effects or leach into breast milk causing postnatalproblems. We studied the Food and Drug Administration (FDA) experience by analyzing a case series of adverse event reports received and entered into the FDA's Manufacturer and User Facility Device Experience (MAUDE) database or the Device Experience Network (DEN) database by December 31, 2002 regarding women with breast implants. Reports were critically reviewed for lactation difficulties, reproductive problems (spontaneous abortion, delayed conception) and medical conditions among offspring, including neonatal, infant, and childhood diseases and congenital defects that were attributed to implants. We identified 339 reports that described maternal-child adverse events. Nearly half of these reports (46%) described actual problems with breastfeeding or expressed concern that implants would be unsafe or interfere with breastfeeding. Forty-four percent of reports (n=149) described either nonspecific or specific signs, symptoms, or illnesses in children. An additional 3.5% of reports (n=12) detailed a congenital anomaly believed by the reporter to be caused by breast implants.",No Full Text Available
16769279,Emerging endoluminal therapies for gastroesophageal reflux disease: adverse events.,"Jun, 2006","BACKGROUND: Endoluminal therapies are emerging as a new therapeutic option for the treatment of gastroesophageal reflux disease (GERD). Many of these endoluminal therapies are touted as short outpatient procedures with minimal complications. It is thought that these complications are uncommon and minor. This investigation sought to summarize the adverse events of these endoluminal therapies for the treatment of GERD. METHODS: The Manufacturer and User Facility Device Experience Database for the U.S. Food and Drug Administration's Center for Devices and Radiological Health Web site was searched to examine all voluntary adverse events reported on emerging endoluminal therapies. The adverse events can be divided into 3 categories: (1) radiofrequency ablation based, (2) injection based, and (3) suture based. RESULTS: There were a total of 50 adverse events reported on 4 specific therapies. Half of the complications were found to result from injection-based therapy and 44% of the complications were found to result from radiofrequency ablation-based therapy. There were 8 deaths reported (5 in the injection-based group and 3 in the radiofrequency ablation-based group). Sixty-four percent of the adverse events resulted in hospitalizations and 10% of these patients required surgery. CONCLUSIONS: Physicians must be aware that no endoluminal therapy is truly noninvasive. Complications and even deaths are associated with these treatments for GERD. Patients must be informed of all the potential risks and complications of these new technologies.",No Full Text Available
16568214,Complications associated with transobturator sling procedures.,"Mar, 2006","This study aims to determine the complications associated with trans-obturator slings as reported to a national database. We required ""MAUDE"", a database that collects reports of complications associated with medical devices and which is maintained by the Food and Drug Administration. We searched for complications associated with three different, commercially available trans-obturator slings. We then tabulated the results by type of complication, by date of occurrence, and by type of sling. Between January 2004 and July 2005, 140 reports of 173 complications associated with trans-obturator tapes were reported to the MAUDE database. Previously unreported injuries, such as obturator nerve injuries, large blood losses (>or=600cc), and ischiorectal fossa abscesses, were documented. Serious complications occur with the trans-obturator tape systems, but the rates are unknown due to database limitations. The type of complication appears to differ between devices and this may reflect different implantation systems and different polypropylene mesh formulations. Improved tracking of device complications is necessary to maximize patient safety.",No Full Text Available
16036187,Trocar-associated injuries and fatalities: an analysis of 1399 reports to the FDA.,"Jul, 2005","Laparoscopic trocars, medical devices used to gain access into the abdominal cavity, are the most common device named in malpractice injury claims associated with laparoscopic procedures. As part of its ongoing adverse event reporting program, the U.S. Food and Drug Administration (FDA) requires manufacturers and user facilities to file a report whenever a device was or may have been a factor in a death or serious injury. The FDA collects data from these reports in its Manufacturer and User Facility Device Experience (MAUDE) database. This study presents an analysis of fatality and injury data on laparoscopic trocars found in MAUDE reports received from January 1, 1997, through June 30, 2002, including 31 fatal injury cases and 1353 reports on nonfatal injuries. Cholecystectomy was the procedure most frequently associated with both fatal and nonfatal trocar injuries. Most fatalities involved vascular injuries. All fatality reports that identified the trocar design involved either a shielded trocar (which has a retractable shield that covers the trocar blade before and after insertion to help protect abdominal and pelvic organs from inadvertent puncture) or an optical trocar (which allows laparoscopists to view the cutting tip as it penetrates the tissues). Narrative comments cited surgical technique, device problems, and patient characteristics as contributing factors. Among nonfatal injuries, a change in surgical management such as additional surgical procedure--primarily laparotomy--prolonged surgery, or aborted surgery was reported most frequently for vascular and hollow viscus injuries. Many reports did not identify the device model, surgical procedure, or event timing, limiting Food and Drug Administration (FDA) and manufacturer investigations into whether the device contributed to the event. The most common manufacturer conclusions indicated the trocar was not returned, and no conclusions could be drawn about the trocar's contribution to the event. Fatalities occur with procedures in which shielded trocars and optical trocars are used. Further study is needed to evaluate the high proportion of reports associated with laparoscopic cholecystectomy. Laparoscopists should retain for evaluation any devices implicated in patient injuries and should ensure that detailed information on adverse events is provided in adverse event reports to the FDA. The FDA's Manufacturer and User Facility Device Experience (MAUDE) database can be a valuable source for information on adverse outcomes associated with medical devices and, given an understanding of its limitation, provides researchers with a viable adjunct to published literature and litigation surveys for obtaining this information.",No Full Text Available
15886342,Breast pump adverse events: reports to the food and drug administration.,"May, 2005","Breast pumps are medical devices used to express milk and maintain the milk supply. The purpose of this study was to characterize adverse events reported to the United States Food and Drug Administration (FDA) on breast pumps. Thirty-seven adverse event reports on breast pumps were identified from the Manufacturer and User Facility Device Experience database between 1992 and 2003. Four additional reports were found in the Device Experience Network database from 1992 to 1996. The most commonly reported adverse events for electric breast pumps were pain, soreness, or discomfort; the need for medical intervention; and breast tissue damage. Most frequently reported problems for manual breast pumps were breast tissue damage and infection. Contamination of breast milk during pumping was also reported. Breast pump adverse events are likely underreported to the FDA. Reporting adverse events is important for improving the design and manufacture of breast pumps and subsequently decreasing adverse events.",No Full Text Available
15851191,Deaths associated with implantable cardioverter defibrillator failure and deactivation reported in the United States Food and Drug Administration Manufacturer and User Facility Device Experience Database.,"Apr, 2005","OBJECTIVES: The aim of this study was to understand the causes of implantable cardioverter defibrillator (ICD) failure and complications so that adverse events, including unnecessary death, can be prevented. BACKGROUND: Sudden death may occur if an ICD fails to treat life-threatening ventricular arrhythmias. METHODS: The United States Food and Drug Administration Manufacturer and User Facility Device Experience Database was searched for ICD devices and the search term “death.” The search yielded 212 death events",No Full Text Available
15805456,Do split-side rails present an increased risk to patient safety?,"Apr, 2005","BACKGROUND: Concerns have been raised about the safety of split-side bed rails for patients in the UK. OBJECTIVES: To investigate whether split-side rails were more likely to be associated with entrapment and injury of patients than other bed rail types. To establish whether there was a difference in the site of injury caused by different bed rail types and whether the outcome of the injury (death versus survival) varied by bedrail type. METHODS: A search of the USA Food and Drug Administration MAUDE database was carried out. The reports were screened using rigorous inclusion/exclusion criteria and then coded for rail type, incident outcome, and area of body involved. RESULTS: Split-side rail incidents only accounted for 5% of the reports and were more likely to involve the chest or pelvis. Although the biggest overall risk by rail type cannot be determined from these data, the severity of the outcome changed with the equipment type. Incidents involving half rails were more likely to be associated with head, neck, or face entrapments and were also more likely than other bed rail types to result in death. DISCUSSION: Split-side rail entrapments were not a common occurrence. However, our findings suggest that bed rails are associated with some level of risk of entrapment that potentially could result in death. Healthcare providers should therefore ensure that they follow the guidelines for risk assessment and rail use from the MHRA and other professional bodies so that the cultural norm in the UK continues to be ""opt in"", where no bed rails are used unless indicated by a documented clinical assessment.",No Full Text Available
15781766,Cochlear implant complications: utility of federal database in systematic analysis.,"Mar, 2005","OBJECTIVES: To explore the suitability of the Manufacturer User Facility and Distributor Experience (MAUDE) database (which is maintained by the Food and Drug Administration and has a mandatory reporting requirement) for systemic analysis of cochlear implant complications and treatments and, in so doing, analyze trends in cochlear implant complications for 2 periods, 2002 and pre-1998. DATA SOURCES: All events from 2002 and from before 1998 were considered. Events and action taken were categorized and tabulated. DATA SYNTHESIS: Because there was no null hypothesis, statistical analysis (chi2) was only used in comparing the 2 time frames. CONCLUSIONS: Structural limitations of the database, in addition to disparate reporting quality, made systematic analysis difficult. It was noted that spontaneous device failure accounted for the greatest single number of adverse events for both 2002 and the pre-1998 period (267/654 [41%] and 74/129 [57%], respectively), confirming earlier studies. A statistically significant decrease in spontaneous device failure and a significant increase in infections from the pre-1998 period to 2002 was observed. Flap problems ranging from extrusion to infection that required explantation were less frequently reimplanted than other problems requiring explantation, such as device failure or trauma. We considered new directions, including close collaboration with the new MedSun reporting system and conclude that while a valuable resource for narrative data, the current structure of the MAUDE database is only modestly useful for analyzing trends in complications and cannot answer several crucial questions, including device type comparisons. We suggest changing the current report format to include patient age, duration of implant, presence of anatomical abnormalities, and details on spontaneous device failures.",No Full Text Available
15781767,The utility of the MAUDE database in researching cochlear implantation complications.,"Mar, 2005","PRIOR REPORTS ON COMPLICATIONS ASSOCI-ated with cochlear implantation have been, for the most part, generated by individual implant centers or manufacturers. Complication rates reported in these studies may reflect specific surgical practices or devices. In this issue of the ARCHIVES, Tambyraja et al1 review cochlear implant complications as reported to the Manufacturer User Facility and Distributor Experience (MAUDE) database. This database is maintained by the Center for Devices and",No Full Text Available
15525737,Vertebral augmentation and the limits of interpreting complications reported in the food and drug administration manufacturer and user facility device experience database.,"Nov, 2004",Vertebral augmentation and the limits of interpreting complications reported in the Food and  Drug Administration Manufacturer and User Facility Device Experience Database | CiNii  Research  Vertebral augmentation and the limits of interpreting complications reported in the  Food and Drug Administration Manufacturer and User Facility Device Experience Database,No Full Text Available
15525736,A review of complications associated with vertebroplasty and kyphoplasty as reported to the Food and Drug Administration medical device related web site.,"Nov, 2004","In 2002, approximately 38,000 vertebroplasties and 16,000 kyphoplasties were performed in the United States. As the use of both modalities for the treatment of vertebral compression fractures has increased, so have questions regarding safety and efficacy. The authors addressed this by reviewing both the current literature and complications data reported to the Food and Drug Administration (FDA) Center for Devices and Radiological Health through the on-line database (http://www.fda.gov/cdrh/maude.html) and through the Office of the Freedom of Information Act at the FDA. Although both procedures are largely safe, the FDA data highlight two main concerns: reactions to the use of acrylic (polymethylmethacrylate) bone cement, including hypotension and, in some cases, death, especially when multiple vertebral levels are treated in one setting; and a possible increased risk with kyphoplasty of pedicle fracture and cord compression.",No Full Text Available
15325606,Surgical stapler-associated fatalities and adverse events reported to the Food and Drug Administration.,"Aug, 2004","BACKGROUND: Use of stapling devices has become standard practice in many operations, and these devices have many applications, including ligation and division, resection, anastomosis, and fascial closure. The Food and Drug Administration (FDA) regulates surgical staplers as a medical device. Manufacturers and health-care providers report adverse events occurring during the use of surgical staplers to the FDA. STUDY DESIGN: Two FDA adverse event databases, the Manufacturer and User Facility Device Experience database and the Alternative Summary Reporting database were searched for adverse events related to the use of surgical staplers. An FDA recall database, Oracle System Center Automated Retrieval, was searched for surgical stapler recalls and the reason for these recalls. RESULTS: We characterized adverse events from 112 death, 2,180 injury, and 22,804 malfunction reports from FDA adverse event databases. We described 22 recalls for these products that are listed in an FDA database. A majority of these recalls were related to manufacturing or design problems. CONCLUSIONS: The overall incidence of these events remains unknown; because these products are used so frequently, even uncommon adverse events may affect many patients. It is important for health-care providers to report adverse events to manufacturers so that they may work to improve the design of these devices and reduce use errors that contribute to the events.",No Full Text Available
15121577,Complications associated with global endometrial ablation: the utility of the MAUDE database.,"May, 2004","In their December 2003 article, Drs. Gurtcheff and Sharp1 offered good advice by encouraging physicians to utilize public-access governmental databanks when considering the use of new medical devices. A major component of the report was the calculation of complication rates for the various global endometrial ablation devices. The denominators of the ratios were supposedly based on US sales information provided by the various manufacturers or distributors of the devices. Unfortunately, in the case of GYNECARE",No Full Text Available
15121575,Complications associated with global endometrial ablation: the utility of the MAUDE database.,"May, 2004","In their December 2003 article, Drs. Gurtcheff and Sharp1 offered good advice by encouraging physicians to utilize public-access governmental databanks when considering the use of new medical devices. A major component of the report was the calculation of complication rates for the various global endometrial ablation devices. The denominators of the ratios were supposedly based on US sales information provided by the various manufacturers or distributors of the devices. Unfortunately, in the case of GYNECARE",No Full Text Available
14984183,Endovascular stents: market vigilance and risk factors.,"Feb, 2004","With the aim of enhancing the safety and reliability level of coronary stents, we analyzed data collected from accident reports drawn from the MAUDE database (Manufacturer and User Facility Device Experience Database) of the FDA from 1996 to 2000. This analysis allowed us to highlight problems related to the use of coronary stents by means of the analysis of these reports at different levels, beginning from the causes that can lead to a certain type of accident up to the possible complication related to that event. Moreover we analyzed the procedure outcomes in terms of stent position inside the patient's body and the possible therapies adopted to solve the problems. The results showed that the most probable event that can lead to an accident is the stent separation from the balloon which, alone, turns up in a number of cases equal to the sum of all the others. This result highlights the importance of the technical skill of the operators accomplished by special training and of the importance of clarity and completeness in the instructions for the use of the device. Another critical point is the reliability of the device which must guarantee an adequate safety level when it is used according to the instructions.",No Full Text Available
14662215,Complications associated with global endometrial ablation: the utility of the MAUDE database.,"Dec, 2003","OBJECTIVE: To investigate the number and type of complications associated with global endometrial ablation using public-access governmental databanks. METHODS: MEDLINE (PubMed) and the US Food and Drug Administration Manufacturer and User Facility Device Experience (MAUDE) databases were searched for entries for the four US Food and Drug Administration-approved global endometrial ablation devices. RESULTS: Traditional MEDLINE and bibliography searches yielded reports of two cases of hemorrhage, one case of pelvic inflammatory disease, 20 cases of endometritis, two cases of first-degree skin burns, nine cases of hematometra, and 16 cases of vaginitis and/or cystitis. A search of the US Food and Drug Administration MAUDE database yielded reports of 85 complications in 62 patients. These included major complications: eight cases of thermal bowel injury, 30 cases of uterine perforation, 12 cases in which emergent laparotomy was required, and three intensive care unit admissions. One patient developed necrotizing fasciitis and eventually underwent vulvectomy, ureterocutaneous ostomy, and bilateral below-the-knee amputations. One of the patients with thermal injury to the bowel died. CONCLUSION: Use of the US Food and Drug Administration MAUDE database is helpful in identifying serious complications associated with global endometrial ablation not yet reported in the medical literature.",No Full Text Available
12761003,A retained Racz catheter fragment after epidural neurolysis: implications during magnetic resonance imaging.,"May, 2003",A retained ferromagnetic catheter used for epidurolysis obscured diagnostic magnetic resonance imaging of the lumbar spine. The implications of this are discussed in light of other reports of retained catheter fragments obtained from the Food and Drug Administration Manufacturer and Facility Device Experience Database (http://www.fda.gov/cdrh/maude.html).,No Full Text Available
12701040,Intra-articular hyaluronans: a review of product-specific safety profiles.,"Apr, 2003","BACKGROUND AND OBJECTIVES: Intra-articular (IA) hyaluronans (HAs) are indicated for pain relief of osteoarthritis (OA) of the knee. Hyalgan (sodium hyaluronate), Supartz (sodium hyaluronate), and Synvisc (hylan G-F 20) are Food and Drug Administration-approved HA products. They are derived from rooster combs; Hyalgan and Supartz are naturally derived (unmodified); Synvisc is chemically modified to increase its molecular weight. This article reviews and updates the safety data for IA HAs used for the treatment of knee OA. METHODS: References were taken from Medline through July 2002; respective product information services and information from the searchable United States Food and Drug Administration Manufacturer and User Facility Device Experience Database also were used. RESULTS: All products demonstrated favorable safety profiles in clinical trials and practice compared to other standard therapies for management of OA knee pain. The most common adverse event associated with HAs is mild injection site pain and swelling. Each product has had rare reports of pseudogout and anaphylactoid reactions. Product-specific adverse events, severe acute inflammatory reactions (pseudoseptic knee), in patients receiving Synvisc have been reported. One such patient developed antibodies to chicken proteins and hylan, suggesting an immunologic basis for the severe acute inflammatory reaction. Data from an animal study support a possible immunogenic difference between Synvisc and Hyalgan. CONCLUSIONS AND RELEVANCE: Overall, HA therapy is a safe treatment for OA knee pain, although there may be interproduct variability in safety profiles.",No Full Text Available
12039109,Complications associated with optical-access laparoscopic trocars.,"Jun, 2002","OBJECTIVE: To investigate the number and type of serious complications associated with optical-access trocars reported by sources other than the medical literature. METHODS: Optical-access trocars, first introduced in 1994, were designed to decrease the risk of injury to intra-abdominal structures by allowing the surgeon to visualize abdominal wall layers during placement. To date, very few complications with their use have been reported in the medical literature. MEDLINE, the Food and Drug Administration's Medical Device Reporting, and the Manufacturer and User Facility Device Experience databases were searched for reports of complications occurring during the use of optical-access trocars for laparoscopic access. RESULTS: Only two serious complications resulting from the use of optical-access trocars (vena cava injuries) have been reported in the medical literature. However, 79 serious complications using these techniques have been cited in the Medical Device Reporting and Manufacturer and User Facility Device Experience databases since 1994. These include 37 major vascular injuries involving aorta, vena cava, or iliac vessels, 18 bowel perforations, 20 cases of significant bleeding from other sites, three liver lacerations, and one stomach perforation. Four of these complications resulted in patient deaths. CONCLUSION: Optical-access trocars may be associated with significant injuries despite having the ability to visualize tissue layers during insertion.",No Full Text Available
11475818,Unexpected ICD pulse generator failure due to electronic circuit damage caused by electrical overstress.,"Jul, 2001","Because it is a lifesaving device, the unexpected failure of an ICD can be catastrophic. We report ICD electronic circuit failure due to electrical overstress damage (EOS) to the high voltage hybird circuit and other electronic components in a series of ICD pulse generator models. Data were obtained from the Multicenter Registry of Pacemaker and ICD Pacemaker and Lead Failures, and from the manufactures' adverse event reports, that were in the FDA's Manufacturer and User Facility Device Experience (MAUDE) database. Of 16 nonbattery Guidant/CPI ICD pulse generator failures reported to the registry, 6 (38%) have been confirmed by the manufacturer to be EOS related, and Guidant/CPI has reported 273 such failures to the FDA as of 12/29/00. The signs of failure included loss of telemetry and inability to deliver therapy, and some patients have experienced serious adverse events. Hybrid circuit damage may have occurred during capacitor charging or reform, and the majority appears to have happened during normal ICD function. While the incidence of this problem is unknown, a management strategy should be adopted that includes routine follow-up every 3 months and device evaluation after a shock or exposure to external defibrillation or electrosurgical devices. This study suggests that additional data are needed to determine the incidence of this problem, and that our present methods for monitoring the performance of ICD's following market release are inadequate.",No Full Text Available
11243287,Impact of FDA advisory on reported vacuum-assisted delivery and morbidity.,"Mar, 2001","OBJECTIVE: In May 1998 the US Food and Drug Administration (FDA) issued a health advisory reporting neonatal injuries/deaths following vacuum delivery and encouraged voluntary reports of future adverse events. We compared FDA reports of vacuum delivery adverse events prior to and following the advisory. METHODS: The FDA database (MAUDE) was searched for vacuum deliveries using brand name, manufacturer name, and procedure ""string searches."" Cases were sorted by report date, source, and manufacturer. Neonatal morbidity was quantified as deaths and life-threatening or nonlife-threatening events. RESULTS: A total of 80 reported adverse cases were identified after duplicate cases were consolidated. Twenty-five were reported to the FDA prior to the 1998 advisory and 55 in the immediate 6-month period following the advisory. There was a 22-fold increase in reported events from five events/year prior to the advisory to an estimated 110 events/year following the advisory. The distribution of reporting sources changed significantly following the advisory with increased ""manufacturer"" (8-43%) and decreased ""voluntary"" reports (56-20%). All major brand names were represented. During the 6 months following the FDA advisory there were 10 neonatal deaths, 30 life-threatening events, 12 nonlife-threatening events, and three equipment-related reports. Infant deaths were due to intracranial or subgaleal hematomas. Injuries included skull fracture, scalp abrasions, and cephalohematomas. CONCLUSIONS: The FDA advisory was associated with a 22-fold increase in the rate of reported adverse events. This increase in reporting likely represents both enhanced awareness of complications as well as an increase in vacuum-related adverse neonatal sequelae. As vacuum delivery is associated with greater neonatal morbidity/ mortality than was previously recognized, the adage that the vacuum is ""designed to come off before infant damage occurs"" appears unsubstantiated. It is recommended that manufacturers quantify the suction and traction capabilities of present and new proposed vacuum cup designs.",No Full Text Available
10642409,Pulmonary artery rupture: serious complication associated with pulmonary artery catheters.,"Jan, 2000","An analysis of the Manufacturer and User Facility Device Experience database of the Food and Drug Administration was conducted to identify adverse event reports associated with pulmonary artery catheter use between 1993 and 1999. Of 714 adverse event reports, there were 48 deaths of which 42 (88%) were related to pulmonary artery rupture. A further analysis of risk factors was conducted and found ""postmenopausal female"" was a most significant finding. Further study is recommended to establish a causal relationship.",No Full Text Available
30801468,ACOG Committee Opinion No. 769 Summary: Reprocessed Single-Use Devices.,,"The reprocessing and reuse of single-use instruments has become increasingly common. Although there are limited data on reprocessed single-use devices, existing studies have found a significant rate of physical defects, performance issues, or improper decontamination. There are currently no data in the medical literature of studies evaluating the cost-effectiveness of reprocessed single-use devices in gynecologic surgery. The use of a reprocessed single-use device provides no direct benefit to an individual patient or her physician. It is the operating surgeon's ethical responsibility to make a good faith effort to know whether reprocessed single-use devices are to be used, and to not use instruments if he or she has concerns about the quality or safety of the instrument(s). Studies on the safety, quality, and cost-effectiveness of reprocessed single-use devices in gynecologic surgery are needed. Physicians should be informed whether the instruments used in surgery are original or reprocessed, and adverse events should be reported to improve the safety information about reprocessed single-use devices. Obstetrician-gynecologists are encouraged to report adverse events and outcomes associated with medical devices to the U.S. Food and Drug Administration's Manufacturer and User Facility Device Experience (MAUDE) database.",No Full Text Available
30801476,ACOG Committee Opinion No. 769: Reprocessed Single-Use Devices.,,"The reprocessing and reuse of single-use instruments has become increasingly common. Although there are limited data on reprocessed single-use devices, existing studies have found a significant rate of physical defects, performance issues, or improper decontamination. There are currently no data in the medical literature of studies evaluating the cost-effectiveness of reprocessed single-use devices in gynecologic surgery. The use of a reprocessed single-use device provides no direct benefit to an individual patient or her physician. It is the operating surgeon's ethical responsibility to make a good faith effort to know whether reprocessed single-use devices are to be used, and to not use instruments if he or she has concerns about the quality or safety of the instrument(s). Studies on the safety, quality, and cost-effectiveness of reprocessed single-use devices in gynecologic surgery are needed. Physicians should be informed whether the instruments used in surgery are original or reprocessed, and adverse events should be reported to improve the safety information about reprocessed single-use devices. Obstetrician-gynecologists are encouraged to report adverse events and outcomes associated with medical devices to the U.S. Food and Drug Administration's Manufacturer and User Facility Device Experience (MAUDE) database.",No Full Text Available
32217971,"Assessing and Adopting New Medical Devices for Obstetric and Gynecologic Care: ACOG Committee Opinion Summary, Number 801.",,"The purpose of this document is: 1) to help obstetrician-gynecologists better understand the U.S. Food and Drug Administration's regulatory process for the marketing of medical devices; 2) to educate obstetrician-gynecologists on the importance of understanding available evidence on the safety, efficacy, and indications for devices in clinical practice; 3) to encourage obstetrician-gynecologists to report safety events associated with medical devices; and 4) to provide guidance on what to consider when adopting new medical devices. The decision to incorporate new technology in a patient's care may be complex. Some medical devices are marketed for gynecologic conditions but may have unclear indications for use or unclear safety and efficacy profiles, or both. Patients often have questions about treatments and procedures involving devices, especially if a device has received media attention; therefore, a basic understanding of how devices are regulated and what type of data are or are not required before a device is brought to market is important for patient care. When adopting a new medical device, obstetrician-gynecologists should achieve proper training and should understand the evidence on safety and effectiveness and the indications for the device's use. Obstetrician-gynecologists and other health care providers should be aware of the U.S. Food and Drug Administration's Manufacturer and User Facility Device Experience database and, ideally, should become familiar with the adverse event report form and report serious adverse events that may be associated with a medical device, use errors, product quality issues, and therapeutic failures.",No Full Text Available
